_id,id,type,street,inactive,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
88,1535037427,Crosswalk - Continental,FIFTH AVE,f,North Oakland,3,4,42003982200,3,4,4,2-7,40.44385598,-79.95558826
89,12242345,Crosswalk - Continental,FIFTH AVE,f,North Oakland,3,4,42003982200,3,4,4,2-7,40.44320485,-79.95650418
90,319926397,Crosswalk - Continental,FIFTH AVE,f,North Oakland,3,4,42003982200,3,4,4,2-7,40.44311095,-79.95663427
91,1843866981,Crosswalk - Two Lined,BRERETON ST,f,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45666054,-79.96730525
92,1829962005,Crosswalk - Continental,FIFTH AVE,f,North Oakland,3,4,42003982200,3,4,4,2-14,40.44257828,-79.95735564
93,129646348,Crosswalk - Continental,FIFTH AVE,f,West Oakland,8,4,42003040200,3,4,4,2-14,40.44228739,-79.9577915
94,1351582128,Crosswalk - Continental,FIFTH AVE,f,West Oakland,8,4,42003040200,3,4,4,2-14,40.44218686,-79.95794136
95,813554207,Crosswalk - Continental,DE SOTO ST,f,West Oakland,8,4,42003040200,3,4,4,2-14,40.44218788,-79.95815191
96,1296610890,Crosswalk - Two Lined,SENNOTT ST,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.44142646,-79.95561186
97,326614246,Crosswalk - Two Lined,SENNOTT ST,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.44100288,-79.95616305
98,371677486,Crosswalk - Two Lined,SENNOTT ST,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.44093499,-79.95627576
99,1143338368,Crosswalk - Two Lined,SENNOTT ST,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.44053182,-79.95681488
100,766643640,Crosswalk - Two Lined,SENNOTT ST,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.44044812,-79.95694899
101,92812599,Crosswalk - Two Lined,SENNOTT ST,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.44002454,-79.95751091
102,1073822424,Crosswalk - Two Lined,BRERETON ST,f,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45653298,-79.97020472
103,1632437231,Crosswalk - Two Lined,OAKLAND AVE,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.44100439,-79.95626905
104,525679528,Crosswalk - Two Lined,OAKLAND AVE,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.44091662,-79.95617123
105,1800784806,Crosswalk - Two Lined,PIER ST,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.43926819,-79.95403754
106,2086030482,Crosswalk - Two Lined,OAKLAND AVE,f,Central Oakland,3,4,42003040500,3,4,4,2-11,40.43870987,-79.95342867
107,465264069,Crosswalk - Two Lined,BATES ST,f,Central Oakland,3,4,42003040500,3,4,4,2-11,40.43964688,-79.95240541
108,2114375263,Crosswalk - Two Lined,JONCAIRE ST,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.44045118,-79.95360973
109,1163211403,Crosswalk - Two Lined,JONCAIRE ST,f,Central Oakland,3,4,42003040500,3,4,4,2-11,40.44044557,-79.95031329
110,1254655966,Crosswalk - Two Lined,BOUNDARY ST,f,Central Oakland,3,4,42003040500,3,4,4,2-11,40.4403569,-79.95025034
111,1867679921,Crosswalk - Two Lined,ATWOOD ST,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.44044948,-79.95682818
112,1659364752,Crosswalk - Two Lined,ATWOOD ST,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.44052735,-79.9569277
113,91741529,Crosswalk - Two Lined,LIBERTY AVE,f,Central Business District,7,2,42003020100,6,2,2,2-3,40.44424565,-79.9933089
114,1827788164,Crosswalk - Two Lined,30TH ST,f,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45659217,-79.9701779
115,1344950218,Crosswalk - Two Lined,ATWOOD ST,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.43965568,-79.95584141
116,674572653,Crosswalk - Two Lined,ATWOOD ST,f,Central Oakland,3,4,42003040500,3,4,4,2-11,40.43816646,-79.95399336
117,667447785,Crosswalk - Two Lined,ATWOOD ST,f,Central Oakland,3,4,42003040600,3,4,4,2-11,40.4380746,-79.95388876
118,1773113523,Crosswalk - Two Lined,BATES ST,f,Central Oakland,3,4,42003040500,3,4,4,2-11,40.43816749,-79.95389144
119,1906994151,Crosswalk - Two Lined,BATES ST,f,Central Oakland,3,4,42003040500,3,4,4,2-11,40.4380746,-79.953988
120,2050601432,Crosswalk - Two Lined,BATES ST,f,Central Oakland,3,4,42003040500,3,4,4,2-11,40.43603006,-79.95607744
121,2059454551,Crosswalk - Two Lined,BATES ST,f,Central Oakland,3,4,42003040500,3,4,4,2-11,40.43522467,-79.95638777
122,865690198,Crosswalk - Two Lined,BATES ST,f,South Oakland,3,4,42003040900,3,4,4,2-11,40.43500827,-79.95645214
123,1366297409,Crosswalk - Two Lined,BATES ST,f,South Oakland,3,4,42003980800,3,4,4,2-2,40.43132064,-79.95915145
124,486196331,Crosswalk - Two Lined,BATES ST,f,South Oakland,3,4,42003040900,3,4,4,2-11,40.43288248,-79.95846011
125,1505205836,Crosswalk - Two Lined,BRERETON ST,f,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45654421,-79.97001831
126,690192951,Crosswalk - Two Lined,BLVD OF THE ALLIES,f,South Oakland,3,4,42003040900,3,4,4,2-11,40.43515781,-79.95651819
127,1073452211,Crosswalk - Two Lined,BLVD OF THE ALLIES,f,South Oakland,3,4,42003040900,3,4,4,2-11,40.43509963,-79.95632507
128,2027158586,Crosswalk - Two Lined,BLVD OF THE ALLIES,f,Central Oakland,3,4,42003040900,3,4,4,2-11,40.43461039,-79.95467379
129,273337288,Crosswalk - Two Lined,BLVD OF THE ALLIES,f,South Oakland,3,4,42003040900,3,4,4,2-11,40.43456037,-79.95451678
130,760638400,Crosswalk - Two Lined,BLVD OF THE ALLIES,f,South Oakland,3,4,42003040900,3,4,4,2-11,40.43439909,-79.95326419
131,1964562136,Crosswalk - Two Lined,BLVD OF THE ALLIES,f,Central Oakland,3,4,42003040600,3,4,4,2-11,40.43438276,-79.95311667
132,1747393848,Crosswalk - Two Lined,BLVD OF THE ALLIES,f,South Oakland,3,4,42003040900,3,4,4,2-14,40.43589248,-79.95832283
133,479260020,Crosswalk - Two Lined,BLVD OF THE ALLIES,f,South Oakland,6,4,42003040900,3,4,4,2-14,40.43583225,-79.96162866
134,1455758891,Crosswalk - Two Lined,ZULEMA ST,f,Central Oakland,3,4,42003040500,3,4,4,2-11,40.43593025,-79.95620657
135,396094928,Crosswalk - Ladder,BATES ST,f,Central Oakland,3,4,42003040500,3,4,4,2-11,40.43706532,-79.95501702
136,728777184,Crosswalk - Two Lined,30TH ST,f,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45605847,-79.96963341
137,1482975560,Crosswalk - Ladder,BATES ST,f,Central Oakland,3,4,42003040500,3,4,4,2-11,40.43715616,-79.95491375
138,1897415626,Crosswalk - Ladder,SEMPLE ST,f,Central Oakland,3,4,42003040500,3,4,4,2-11,40.4371582,-79.9550264
139,1953352902,Crosswalk - Two Lined,SEMPLE ST,f,Central Oakland,3,4,42003040600,3,4,4,2-11,40.43705243,-79.9549104
140,1414108523,Crosswalk - Two Lined,SEMPLE ST,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.43879277,-79.95704543
141,410744747,Crosswalk - Two Lined,SEMPLE ST,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.43887544,-79.95715809
142,957109704,Crosswalk - Two Lined,LOUISA ST,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.43966955,-79.95596316
143,1237692140,Crosswalk - Two Lined,LOUISA ST,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.43923983,-79.95654252
144,886286130,Crosswalk - Two Lined,LOUISA ST,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.43914491,-79.95666457
145,210932931,Crosswalk - Two Lined,LOUISA ST,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.43886319,-79.95705215
146,1765176967,Crosswalk - Two Lined,LOUISA ST,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.43879379,-79.9571773
147,418054549,Crosswalk - Two Lined,30TH ST,f,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45606766,-79.96956234
148,919905570,Crosswalk - Two Lined,LOUISA ST,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.43843449,-79.95762791
149,2099074683,Crosswalk - Two Lined,LOUISA ST,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.43834876,-79.95777677
150,381453257,Crosswalk - Two Lined,LOUISA ST,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.43770366,-79.95869486
151,1654734393,Crosswalk - Two Lined,COLTART AVE,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.43781594,-79.95870291
152,672949401,Crosswalk - Two Lined,COLTART AVE,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.43772847,-79.95858418
153,1619239995,Crosswalk - Two Lined,HALKET ST,f,South Oakland,3,4,42003040500,3,4,4,2-14,40.43601567,-79.95825293
154,294926097,Crosswalk - Two Lined,CRAFT AVE,f,South Oakland,6,4,42003040900,3,4,4,2-14,40.43592584,-79.9621475
155,9385944,Crosswalk - Two Lined,CRAFT AVE,f,South Oakland,3,4,42003040900,3,4,4,2-14,40.43571556,-79.96134819
156,1754774197,Crosswalk - Two Lined,CRAFT AVE,f,South Oakland,6,4,42003040900,3,4,4,2-14,40.43594217,-79.96166335
157,1075775012,Crosswalk - Two Lined,CRAFT PL,f,South Oakland,6,4,42003040900,3,4,4,2-10,40.43565738,-79.96235
158,2129398912,Crosswalk - Two Lined,STANTON AVE,f,Stanton Heights,9,10,42003100500,2,10,5,3-7,40.47536889,-79.93197673
159,1006648119,Crosswalk - Two Lined,HAMLET ST,f,South Oakland,6,4,42003040900,3,4,4,2-10,40.43558898,-79.96297319
160,1735386676,Crosswalk - Two Lined,HAMLET ST,f,South Oakland,6,4,42003040900,3,4,4,2-14,40.43641886,-79.96236432
161,637497598,Crosswalk - Two Lined,JULIET ST,f,South Oakland,3,4,42003040900,3,4,4,2-11,40.43488976,-79.95598067
162,1780881423,Crosswalk - Two Lined,FRAZIER ST,f,South Oakland,3,4,42003040900,3,4,4,2-11,40.4298638,-79.95435078
163,218238494,Crosswalk - Two Lined,DAWSON ST,f,South Oakland,3,4,42003040900,3,4,4,2-11,40.42985257,-79.95421666
164,98378920,Crosswalk - Two Lined,PARKVIEW AVE,f,South Oakland,3,4,42003040900,3,4,4,2-11,40.42949629,-79.95374047
165,884472332,Crosswalk - Two Lined,FRAZIER ST,f,South Oakland,3,4,42003040900,3,4,4,2-11,40.42942688,-79.95375789
166,821632176,Crosswalk - Two Lined,SWINBURNE ST,f,South Oakland,3,4,42003040900,3,4,4,2-11,40.43168861,-79.95290317
167,383753625,Crosswalk - Two Lined,SWINBURNE ST,f,South Oakland,3,4,42003040900,3,4,4,2-11,40.43178864,-79.9536837
168,2009675421,Crosswalk - Two Lined,DAWSON ST,f,South Oakland,3,4,42003040900,3,4,4,2-11,40.43174883,-79.9537816
169,479193225,Crosswalk - Two Lined,MORNINGSIDE AVE,f,Morningside,7,10,42003101400,2,10,5,3-7,40.47522811,-79.93184128
170,1313902169,Crosswalk - Two Lined,DAWSON ST,f,South Oakland,3,4,42003040900,3,4,4,2-11,40.43429777,-79.95321029
171,1917563956,Crosswalk - Two Lined,DAWSON ST,f,Central Oakland,3,4,42003040600,3,4,4,2-11,40.43448661,-79.95316872
172,1592922476,Crosswalk - Ladder,DAWSON ST,f,Central Oakland,3,4,42003040600,3,4,4,2-11,40.4361719,-79.95278918
173,1050783171,Crosswalk - Ladder,DAWSON ST,f,Central Oakland,3,4,42003040600,3,4,4,2-11,40.43775582,-79.95215619
174,948778712,Crosswalk - Two Lined,OAKLAND AVE,f,Central Oakland,3,4,42003040600,3,4,4,2-11,40.43786096,-79.95218971
175,183259306,Crosswalk - Two Lined,OAKLAND WAY,f,Central Oakland,3,4,42003040600,3,4,4,2-11,40.43770581,-79.95209851
176,846814545,Crosswalk - Two Lined,SEMPLE ST,f,Central Oakland,3,4,42003040600,3,4,4,2-11,40.43625534,-79.95285758
177,1574813828,Crosswalk - Two Lined,SEMPLE ST,f,Central Oakland,3,4,42003040600,3,4,4,2-11,40.43619947,-79.95270615
178,1466861307,Crosswalk - Ladder,SEMPLE ST,f,Central Oakland,3,4,42003040600,3,4,4,2-11,40.43641388,-79.95410782
179,1591575108,Crosswalk - Two Lined,CABLE PL,f,Central Oakland,3,4,42003040600,3,4,4,2-11,40.43644042,-79.95387045
180,1066955331,Crosswalk - Two Lined,JANCEY ST,f,Morningside,7,11,42003101400,2,11,5,3-7,40.47414469,-79.93145236
181,330890074,Crosswalk - Two Lined,WARD ST,f,Central Oakland,3,4,42003040600,3,4,4,2-11,40.43640316,-79.95419852
182,1757472470,Crosswalk - Two Lined,WARD ST,f,South Oakland,3,4,42003040900,3,4,4,2-11,40.43449025,-79.95462767
183,349830934,Crosswalk - Two Lined,WARD ST,f,Central Oakland,3,4,42003040600,3,4,4,2-11,40.43468624,-79.95457403
184,1336894917,Crosswalk - Two Lined,MCKEE PL,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.43834154,-79.95766662
185,1173482209,Crosswalk - Two Lined,MCKEE PL,f,Central Oakland,3,4,42003040500,3,4,4,2-14,40.43844055,-79.9577672
186,275486185,Crosswalk - Two Lined,TERRACE ST,f,West Oakland,6,4,42003040200,3,4,4,2-10,40.44033576,-79.96562294
187,695816563,Crosswalk - Two Lined,TERRACE ST,f,West Oakland,6,4,42003040200,3,4,4,2-10,40.44034903,-79.96547542
188,91043596,Crosswalk - Two Lined,TERRACE ST,f,Terrace Village,6,4,42003051000,3,4,2,2-10,40.44041275,-79.96870164
189,1044977922,Crosswalk - Two Lined,TERRACE ST,f,Terrace Village,6,4,42003051000,3,4,2,2-10,40.44058301,-79.96890256
190,1589006372,Crosswalk - Two Lined,ALLEQUIPPA ST,f,Terrace Village,6,4,42003051000,3,4,2,2-10,40.44047482,-79.96870676
191,2125384367,Crosswalk - Two Lined,N NEGLEY AVE,f,Highland Park,7,11,42003110200,2,11,5,3-9,40.47159043,-79.92623278
192,711390559,Crosswalk - Two Lined,ALLEQUIPPA ST,f,Terrace Village,6,4,42003051000,3,4,2,2-10,40.44057892,-79.9688288
193,2034961907,Crosswalk - Two Lined,ALLEQUIPPA ST,f,West Oakland,6,5,42003040200,3,5,4,2-10,40.44277541,-79.96582338
194,85880197,Crosswalk - Two Lined,ALLEQUIPPA ST,f,West Oakland,6,4,42003040200,3,4,4,2-10,40.44286421,-79.96566245
195,73301317,Crosswalk - Two Lined,ALLEQUIPPA ST,f,Terrace Village,6,5,42003051000,3,5,2,2-10,40.44299179,-79.96570938
196,503817754,Crosswalk - Two Lined,ALLEQUIPPA ST,f,West Oakland,8,5,42003040200,3,5,4,2-10,40.44328063,-79.96515283
197,1819952941,Crosswalk - Two Lined,ALLEQUIPPA ST,f,Terrace Village,6,5,42003051000,3,5,2,2-10,40.4449116,-79.96310898
198,1091885330,Crosswalk - Two Lined,ALLEQUIPPA ST,f,Terrace Village,6,5,42003051000,3,5,2,2-10,40.44514226,-79.96290514
199,324131044,Crosswalk - Two Lined,ALLEQUIPPA ST,f,North Oakland,8,5,42003051000,3,5,4,2-22,40.44546579,-79.96229225
200,1304142107,Crosswalk - Two Lined,ALLEQUIPPA ST,f,Terrace Village,6,5,42003051000,3,5,2,2-22,40.44554846,-79.9613897
201,1669372974,Crosswalk - Two Lined,ALLEQUIPPA ST,f,Terrace Village,6,4,42003051000,3,4,4,2-22,40.44549131,-79.96116036
202,1174733868,Crosswalk - Two Lined,STANTON AVE,f,Highland Park,7,11,42003110200,2,11,5,3-9,40.47155471,-79.9263347
